CLIENTNUM,Total_Relationship_Count,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1
820282383,6,2517,0.561,2000,32,0.28
793543758,3,784,0.73,4601,77,0.638
778224858,3,1003,0.583,4589,89,0.648
712555233,4,710,0.504,2023,38,0.727
718516533,6,2196,0.693,3944,78,0.857
708923658,3,1420,0.539,4466,92,0.736
717708783,6,1417,0.966,4303,77,0.638
780688383,4,0,0.697,3534,56,1.0
718821783,4,1704,0.988,4697,73,0.698
718163808,6,0,0.474,4809,71,0.479
712693908,2,783,0.749,1871,32,0.684
711286533,5,0,0.667,5067,62,0.722
711655683,4,0,0.639,2996,62,0.879
718188858,5,1097,0.874,4964,84,0.909
718514283,5,794,0.807,3895,67,0.558
708642708,3,0,0.487,1484,33,0.435
811475733,2,0,0.694,2432,48,0.6
712089108,6,1141,0.919,4631,76,0.949
710761533,3,1624,0.574,4190,87,0.706
714963558,4,0,0.951,4374,71,0.775
714834258,5,1127,0.765,4343,83,0.886
713788083,4,0,0.299,1897,35,0.25
719583558,6,1700,0.906,4710,70,0.556
744705408,5,1172,0.825,4241,61,0.968
713240133,4,1482,0.464,5099,60,0.714
815015283,4,1650,0.701,4025,62,0.59
718072758,5,2517,0.708,4030,73,0.622
709127808,5,1331,0.8,3502,57,1.036
715080258,3,1093,1.01,4814,89,0.854
709567758,4,2225,0.566,3339,71,0.543
780067158,2,1107,0.539,1907,47,0.621
715357308,3,1424,0.574,3512,65,0.477
720559908,6,653,0.622,4900,61,0.743
720339558,3,494,0.736,3887,71,0.651
809599158,2,0,0.671,1626,28,0.4
793269933,6,0,0.463,4540,78,0.56
809978733,3,746,0.913,4415,77,0.878
788996058,4,1970,0.848,3841,69,0.865
712575708,5,1175,0.794,4455,82,0.547
789625383,4,1626,1.006,3543,62,0.676
719730258,4,0,0.791,3819,75,0.829
793717608,6,1120,0.802,3592,79,0.795
709798908,3,0,1.058,2611,43,0.483
716077458,4,1121,0.604,3188,71,0.651
813435108,5,0,0.763,4726,78,0.814
708084558,6,1771,0.0,1447,23,0.0
719880408,6,1611,0.682,3992,57,0.727
719343633,4,889,0.67,4900,89,0.745
718711158,1,2517,0.841,2680,51,0.545
717443658,4,0,0.688,4715,81,0.841
715976433,4,1885,0.643,4212,75,0.744
719038008,3,1192,0.763,4862,41,0.242
709143183,3,1605,0.756,2538,39,0.696
710186958,6,2000,0.637,4431,82,0.673
709274583,5,1323,0.882,4806,91,0.896
816864483,4,803,0.802,4003,74,0.721
708271833,3,1843,0.84,3464,67,0.558
821759658,3,204,0.685,2014,54,0.8
820920408,3,0,0.762,4012,59,0.639
718403358,4,2517,0.865,3912,67,0.763
713476758,4,1586,0.921,4309,77,0.711
720690933,5,1584,0.809,4279,67,0.718
719252583,4,1488,0.924,4642,92,0.878
712783083,1,0,0.504,2013,35,0.458
771204108,3,1179,0.867,3896,67,0.718
817247658,6,0,0.833,3814,67,1.03
821749608,3,0,0.58,1937,51,0.594
714389883,6,1485,0.872,4275,77,0.833
713648208,6,2409,0.912,4624,86,0.87
826261008,3,0,0.736,2054,46,0.586
824163333,3,2424,0.617,4307,66,0.784
709444983,3,2432,0.12,1460,32,0.103
711154908,5,1076,1.016,4319,76,0.551
769575783,3,749,0.733,2644,43,0.483
720334833,4,1869,0.858,4719,91,0.655
709563258,2,2253,0.497,2108,40,0.481
708205083,6,0,0.767,4815,81,0.653
715276683,5,1676,0.506,5495,69,0.816
721254858,6,1074,0.78,3857,70,0.75
712257258,4,0,0.493,1441,39,0.393
789616158,6,0,1.018,3444,52,0.926
708773583,5,1710,0.974,3987,64,0.829
711110733,3,1519,0.894,3355,66,0.886
714043008,6,0,0.797,4310,76,0.767
780602733,4,1294,0.558,3221,66,0.61
823557333,5,2517,0.7,4457,86,0.955
772825308,4,1509,0.803,4231,60,0.714
713251008,6,1853,0.949,3921,63,0.853
711175083,4,0,0.662,2999,75,0.786
756477333,4,0,0.944,4793,71,0.614
712294983,4,1160,1.227,4496,71,1.29
717023508,6,1551,0.672,4883,85,0.735
709869708,5,2039,1.057,4037,71,0.821
772133808,6,1059,0.78,4342,62,0.771
768196008,5,2158,0.844,3094,56,1.0
708916083,5,0,1.006,2510,38,0.407
789526458,4,1706,0.793,3965,57,1.111
716079708,5,2373,0.697,4647,65,0.806
720087708,4,0,0.885,5245,89,0.712
714259533,3,622,0.775,5001,88,0.492
714691683,4,607,0.857,4942,76,0.652
768420558,6,1469,0.634,3365,63,0.75
778364583,3,916,0.471,1656,31,0.722
719186433,3,1328,0.617,3793,86,0.654
719951208,5,0,0.453,4366,69,0.816
720182658,4,940,0.629,4473,72,0.6
789022233,6,754,0.74,4457,69,0.683
778353183,5,984,0.639,5155,77,0.925
713789883,6,1004,0.827,5116,75,0.974
773018583,5,2216,0.741,4717,75,0.562
771354633,5,1480,0.853,3292,73,0.921
717308433,3,0,0.493,2253,39,0.345
712271958,4,1793,0.886,3672,75,0.923
716736858,3,0,0.561,3774,80,0.818
713796033,6,0,0.641,1900,36,0.5
710812533,4,154,0.602,1987,46,0.586
782555058,4,856,0.792,4432,92,0.736
714864333,4,0,0.536,1370,38,0.357
787918158,5,1114,0.603,4106,66,0.833
779070033,3,0,0.536,3974,56,0.931
789945933,3,0,0.925,3560,67,0.861
720810783,2,1692,0.791,2310,43,0.72
715627833,6,1948,0.666,4539,75,0.705
809538783,6,1058,0.56,4109,72,0.8
715987758,3,0,1.012,3081,50,0.667
711967158,6,1370,0.781,4359,79,0.927
712325433,6,792,0.688,4131,80,0.702
716470683,3,2048,0.676,4827,77,0.711
713289183,6,1647,0.848,4270,76,0.767
711549408,5,961,0.678,4126,90,0.667
709523508,5,0,0.648,4836,83,0.566
717578358,5,1704,0.819,4334,80,0.739
711673983,3,1568,0.788,4537,81,0.8
713388108,4,0,0.64,2162,36,0.161
715679733,5,1513,0.829,3462,67,0.558
779694183,5,1427,0.725,3833,73,0.587
788544108,4,1041,0.744,4037,74,0.682
715583283,4,2087,0.754,4068,66,0.61
719917233,3,1159,0.404,1828,45,0.5
717103758,5,0,0.908,2616,42,0.826
714621183,4,1646,0.747,4512,80,0.509
721365033,3,0,0.857,2095,43,0.536
712999008,3,1771,0.788,4316,72,0.6
780790008,6,563,0.711,3967,69,0.568
779499933,6,1259,0.671,4300,94,0.741
717200508,3,2038,0.675,4734,73,0.659
716995083,6,1049,0.874,4218,64,0.73
718137183,4,2251,1.044,5379,92,0.643
787507833,6,1820,0.727,4507,63,0.703
810974958,5,1760,0.869,2447,40,0.429
717967833,3,1555,0.639,4757,81,0.688
712267983,4,2517,0.646,2477,42,0.615
717376758,4,1324,0.762,4108,72,0.846
718250883,3,1397,0.573,2312,49,0.581
717491058,6,1747,0.311,4012,60,0.429
802243458,6,0,0.576,1759,34,0.214
714485508,6,1254,0.93,3906,81,0.8
711377808,4,0,0.812,4360,66,1.357
718565733,3,1769,0.825,4423,67,0.763
712723608,6,0,0.678,3999,66,1.062
789948408,3,1718,0.51,5220,74,0.423
734909358,4,1244,0.667,4354,79,0.927
719267283,6,1554,0.581,4598,71,0.651
780684933,4,1783,0.732,4887,69,0.725
720330558,5,966,0.488,2048,40,0.333
720784833,3,1243,0.4,1884,43,0.303
789059958,6,1045,0.848,3574,75,0.923
797138883,3,1491,0.543,3966,77,0.638
721448283,3,1536,0.712,2579,47,0.469
710552733,2,0,0.637,2335,40,0.429
742778358,3,1229,0.497,4014,69,0.568
713933658,3,1621,0.568,4118,70,0.591
788142483,3,1278,0.51,4699,73,0.622
789705408,4,1687,0.957,3739,55,0.618
780378633,4,1455,0.482,3412,71,0.821
817422408,3,1118,0.788,4110,71,1.152
781297983,6,1196,0.726,3525,78,0.733
710671608,5,918,0.671,3961,69,0.605
719967708,3,2128,0.58,3592,66,0.833
711879633,4,1985,0.796,4480,70,0.75
716444733,5,0,0.907,4271,79,0.756
718460958,3,1856,1.103,4498,64,0.829
789953733,5,1961,0.802,4519,78,0.733
770278833,3,1250,0.605,3924,82,0.783
787291308,5,1709,0.493,4389,79,0.58
710644158,5,1332,0.665,4293,73,0.622
717095733,6,2517,0.785,4284,69,1.3
813338733,3,1382,0.91,4477,82,0.745
787536933,6,0,0.669,4768,80,0.86
714384783,2,0,0.5,2017,37,0.762
713847858,3,0,0.409,1849,43,0.536
809809008,5,1541,0.656,4570,68,0.511
719446833,4,1532,0.583,4214,83,0.537
720570333,5,1163,0.871,4786,81,0.723
815308683,4,887,1.065,3101,54,1.0
810875958,1,395,0.711,2473,44,0.571
717775608,4,1970,0.799,4850,80,0.633
718766058,1,0,0.65,2123,37,0.542
710656683,4,1614,0.554,4442,64,0.73
768390708,6,1136,0.756,4006,68,0.478
713263758,3,1997,0.787,5085,78,0.773
754564308,3,2126,0.748,3601,66,0.65
827890758,5,1302,0.631,3785,63,0.75
779945508,5,1881,0.66,3808,81,0.884
720807183,3,916,0.721,3281,63,0.8
709309308,1,0,0.504,1704,34,0.478
715844733,6,877,0.644,4596,71,0.449
712332183,6,895,0.952,3934,74,0.644
790123983,4,2090,0.975,4297,88,0.833
711721458,5,0,0.658,2329,43,0.593
716860233,3,701,0.819,4124,87,0.891
714678408,6,1983,0.7,4727,83,0.804
708798483,2,0,0.87,2567,43,0.593
708501783,6,1477,0.324,1868,40,0.212
713645883,6,1486,0.836,5202,88,0.692
718622658,3,1696,0.632,4472,86,0.792
710641008,5,0,0.666,2473,56,0.6
718547358,4,1740,0.735,3863,69,0.725
716177583,6,0,0.657,4722,89,0.745
713417433,3,0,0.983,4496,77,0.925
713043183,3,1969,0.644,4313,84,0.787
719328858,6,0,0.831,2342,40,0.6
718501983,5,1117,0.57,4682,89,0.679
803800533,3,975,1.144,2866,59,0.735
771790083,4,2080,0.648,4116,64,0.684
712817808,5,1561,0.69,2045,53,1.65
811697958,4,755,0.783,4451,65,0.711
817089408,3,1754,0.865,4413,69,0.725
803406558,3,1272,0.683,4189,86,0.911
717297708,6,1672,0.893,4439,74,0.682
808756458,6,1205,0.708,3821,83,0.66
718352358,3,0,0.677,2687,41,0.414
780638958,6,1850,0.775,4483,77,0.54
721026033,4,1258,1.156,2673,43,0.87
719894433,6,951,0.706,2492,43,0.593
812493033,4,1110,0.63,5102,63,0.615
718256658,6,0,0.879,4554,75,0.744
711421233,5,1513,0.925,4969,84,0.909
710335983,5,869,1.038,4297,64,0.778
720108783,6,1717,1.001,4328,68,0.581
818259558,4,1582,0.775,3951,79,0.881
708511983,5,0,0.778,3950,82,0.864
708838908,4,1654,0.618,3192,61,0.848
778720533,3,0,0.863,2141,35,0.346
793015083,5,1270,0.675,4481,77,0.925
821336133,5,996,0.527,3927,60,0.935
713905608,5,0,0.721,3270,63,0.8
779164608,6,1336,1.019,4224,77,0.791
714835833,3,1048,0.864,4192,73,0.738
823863033,6,1473,0.642,4254,73,0.587
713321508,3,1175,0.657,4579,87,0.74
708992733,4,0,0.854,4759,98,0.719
709488108,5,0,0.509,1841,39,0.5
716094333,6,1459,0.964,2750,57,0.9
778567983,4,0,1.196,4512,77,0.833
712178883,3,1946,0.582,3592,79,0.756
717490008,5,1622,0.75,4282,52,0.926
718282983,6,2257,0.795,4522,75,0.471
747208083,3,1501,1.043,4344,68,1.194
820276908,3,0,0.547,2232,41,0.464
719960133,3,904,0.726,3910,68,0.659
711062958,5,2084,0.807,3462,49,1.042
714917583,6,1079,0.813,3338,65,0.711
767256933,6,598,0.967,4852,85,0.771
712568358,3,0,0.454,3115,69,0.816
789182358,3,1414,0.603,3991,76,0.617
716989683,4,2465,0.772,3331,74,0.682
827968383,5,2284,0.673,4084,70,0.628
819647358,2,0,0.598,2413,53,0.606
788966958,3,2023,0.757,4613,86,0.593
789502308,1,790,0.811,2379,46,0.769
756458508,5,930,0.903,3309,67,1.03
714643983,5,2017,0.883,4119,73,1.028
711606558,5,866,0.88,4697,83,0.844
824155458,5,1647,0.542,4674,72,0.714
710445183,5,2496,0.709,4076,60,0.579
802834158,3,1737,0.598,1934,30,0.579
712038258,3,1717,0.995,2538,42,0.4
712864683,2,0,0.373,1693,37,0.423
813971283,5,1508,0.728,3623,63,0.853
764211033,6,2517,0.699,4483,87,0.776
721424583,4,900,0.873,4237,76,0.9
713886333,2,728,0.403,1682,43,0.303
711741708,3,0,0.648,2302,42,0.5
794217108,6,1348,0.681,3694,67,0.718
715339758,3,1184,0.827,4168,64,0.6
709610283,3,0,0.846,4544,72,0.565
714575208,3,2002,0.684,4192,62,0.55
716758908,4,2213,0.584,4492,71,0.821
778915233,4,331,0.879,2377,47,0.516
789466008,5,612,0.635,3578,75,0.531
716635758,5,2331,0.567,4345,68,0.511
771819258,4,0,0.671,4561,82,0.907
713451408,6,1654,0.648,3392,70,0.591
780146658,2,2517,0.563,1633,32,0.778
711675108,3,2189,0.695,3956,71,0.732
755467683,6,482,0.814,2403,42,0.615
792864858,6,834,0.569,2311,58,0.487
713009208,3,1634,0.771,4292,66,0.833
772231233,6,721,0.769,4250,85,0.889
720510333,6,1349,0.743,4574,84,0.714
780199233,5,1102,0.823,4478,87,0.673
711700158,5,620,0.746,4384,70,0.522
788275083,5,1719,0.686,4678,80,0.509
708804633,1,0,1.041,2888,39,0.444
714479358,6,1554,0.501,2216,34,0.308
711406758,3,0,0.686,4385,80,0.951
821424483,4,0,0.826,4242,70,0.458
769438608,3,860,0.708,2522,42,0.312
822068583,4,0,0.712,3946,48,1.286
711371208,4,1863,0.399,4490,68,0.789
788832033,4,938,0.537,3015,64,0.73
713452533,6,0,0.512,3427,64,0.829
720212508,4,697,0.7,3325,76,0.652
717825033,3,2499,0.468,4509,80,0.667
779926608,6,0,0.909,4697,82,0.907
713608383,1,0,0.43,1632,36,0.44
710125608,4,1558,0.997,4756,73,0.553
712724733,6,1731,0.569,3959,71,0.732
718286658,5,1140,1.01,4059,80,0.86
714195108,3,1796,0.597,4077,70,1.059
720867708,1,1103,0.739,2335,41,0.708
752573508,3,1867,0.656,3718,72,0.756
768661758,5,1752,0.742,4919,75,0.744
721126833,5,0,0.312,2038,39,0.625
716093133,5,2137,0.553,3831,68,0.511
771092433,4,0,0.936,4434,67,0.811
712807758,3,0,0.502,2476,32,0.778
721514883,5,1147,0.799,4657,78,0.696
824140908,5,0,0.0,1246,27,0.0
712971708,6,1089,1.034,4648,80,0.778
716471508,5,0,0.59,4350,83,0.766
782548758,5,1288,0.81,5668,82,0.64
720444408,2,1791,0.82,2576,42,0.75
717389433,3,0,0.649,3638,67,0.634
714292533,4,0,0.759,3593,64,1.0
709585758,5,0,0.791,4004,86,0.755
712096758,6,653,0.782,4504,81,0.929
811463283,3,1389,0.917,3283,50,1.273
789358908,3,0,0.842,2562,36,0.44
718146258,4,0,0.454,3737,71,0.614
710779083,3,0,0.672,4338,77,0.925
709166883,6,0,0.67,4121,78,0.625
712554183,4,721,0.68,4070,71,0.614
721315233,3,1192,0.646,3780,70,0.667
714766383,4,1415,0.773,4992,77,0.833
797491683,2,1964,0.624,2234,49,0.361
714157908,5,1515,0.72,3795,71,0.614
714588408,4,0,0.722,4446,68,0.744
719627133,4,2481,0.606,3965,59,0.844
714125883,6,1845,0.683,3696,71,0.614
712865583,4,2517,0.842,3939,69,1.226
779363283,4,784,0.875,4376,86,0.72
779224758,4,1485,0.546,3828,86,0.72
718775808,3,1319,0.793,5153,77,0.75
710267583,6,815,0.576,3914,83,0.766
711305208,6,1088,0.961,4354,70,0.489
717531483,5,964,0.526,4444,87,0.642
709170108,3,0,0.187,1522,36,0.2
716056158,3,0,0.631,2395,49,0.361
711326583,3,0,0.997,4274,68,0.545
715406658,4,596,0.81,2738,45,0.406
712814658,4,1499,0.784,4755,82,0.745
773228133,3,0,0.869,2437,41,0.708
710453283,5,0,0.779,4107,82,0.783
795266208,4,0,0.624,4493,79,0.756
779090883,6,1297,0.744,3478,64,0.939
712309758,3,1201,0.556,4351,75,0.923
716625033,3,0,1.047,2753,43,0.654
790112133,5,1647,0.735,4388,83,0.804
797238108,5,824,0.796,3915,74,0.644
716782758,3,0,0.807,2013,32,0.455
715588008,4,1659,0.556,2333,51,1.217
713977308,4,2061,0.564,3820,76,0.767
719059083,5,1596,0.826,4129,71,0.651
708797583,6,0,1.038,2576,39,0.5
708809283,1,2517,0.632,2414,28,0.273
771529608,5,1027,0.925,4538,63,0.658
715776033,4,0,0.572,4116,68,0.7
778619358,4,860,0.761,4754,79,0.837
715717608,4,0,0.91,4813,86,0.755
789204933,3,0,0.744,4511,76,0.689
711100608,5,0,1.038,2574,43,0.72
713591283,6,1404,0.68,4389,77,0.878
719344608,6,1001,0.822,4313,72,1.323
787659483,4,801,0.595,4223,60,0.579
822948708,5,849,0.992,3108,62,0.59
710080383,6,1709,0.851,4417,69,0.816
715596783,3,1146,0.685,4333,72,0.714
798773208,5,1406,0.96,3691,75,0.705
768624258,2,234,0.639,2541,36,0.385
721412208,4,904,0.761,3887,79,0.837
708129933,5,1544,0.903,4210,64,0.939
719703483,6,1367,0.794,4646,73,0.78
708290208,3,1190,0.553,3118,76,0.767
710431158,3,1657,0.71,3778,70,0.591
816528333,6,1115,0.753,4546,59,0.903
778760808,4,1862,0.59,2008,37,0.682
718025808,6,1935,0.829,3689,55,0.618
815860008,5,2183,0.58,5109,78,0.733
780126033,6,1227,0.392,2082,54,0.459
720135333,5,961,0.551,1753,49,0.441
719174433,2,0,0.74,2467,35,0.346
821521983,4,1641,0.947,4321,89,0.712
716961933,5,1808,0.75,4262,70,0.667
712834533,5,1275,0.691,4119,75,1.027
710544033,3,2024,0.664,4715,78,0.696
710622333,3,2258,0.634,4386,67,0.675
714277758,6,1050,0.754,4064,75,0.786
713166333,5,1302,0.916,4467,73,0.698
714346608,3,0,0.528,2220,50,0.562
778284783,5,1979,0.807,4617,70,0.628
714721608,4,941,0.721,4190,81,1.025
716453883,6,1839,0.911,4423,63,0.703
713876958,6,845,0.715,5036,76,0.689
794967408,5,975,0.588,3863,74,0.644
798481383,5,0,0.872,2684,38,0.31
718697583,6,0,0.766,4073,79,0.881
711799458,3,1452,0.802,4544,89,0.854
823904133,2,0,0.629,2489,54,0.385
718005108,4,1711,0.746,3692,68,0.744
717877533,5,0,0.674,3761,70,0.628
711883833,6,665,0.844,4752,88,0.66
711646908,1,2517,0.408,2010,43,0.344
718171308,6,0,0.89,2506,46,0.643
709627983,4,1699,0.72,4497,68,0.789
716580933,3,1224,0.54,4533,65,0.625
713600958,4,2076,0.812,3647,65,0.667
772248408,5,1833,1.044,3366,56,1.074
720196158,6,0,0.683,3350,67,0.634
770024733,1,0,0.602,2520,49,0.531
710912733,3,1762,0.743,4590,91,0.655
712860858,5,0,0.852,4943,70,0.795
708702258,3,478,0.611,2051,31,0.632
797169633,5,825,0.982,3127,51,0.962
709922508,4,0,0.835,5207,79,0.927
712802733,3,685,0.879,2965,70,0.556
716981358,3,941,0.975,4858,73,0.738
758787333,4,2404,0.734,3880,68,0.478
720519333,1,1885,0.853,2594,48,0.455
717387933,6,2257,0.75,3837,57,0.781
738195708,6,1225,0.641,3608,56,0.514
708560733,5,2517,0.857,4715,85,0.848
717001908,6,0,0.883,2874,44,0.63
768972558,4,0,0.89,3980,77,0.75
716899233,6,1965,0.722,4542,70,0.591
715567608,4,1247,1.037,3964,76,0.854
713264583,3,1153,0.89,4486,71,0.69
716769783,3,736,0.679,3943,78,0.696
719564208,3,0,1.035,2751,47,1.136
716680983,3,1053,0.941,4924,70,0.795
715719033,4,2517,0.862,3772,74,1.0
713229633,3,0,0.535,2061,47,0.424
788246958,3,0,0.666,4375,81,0.688
720419358,3,2100,0.694,4548,71,0.821
772545858,4,0,0.729,3808,89,0.508
771431133,4,0,0.571,3778,69,0.816
717800358,3,868,0.748,4791,68,0.889
798041508,2,2517,0.445,1880,42,0.355
710626758,6,0,0.619,3706,65,0.585
718982058,5,1405,0.952,4011,72,0.674
791822733,5,748,0.804,4904,81,0.761
718762308,6,2126,1.041,3668,60,0.818
716841783,4,1292,0.442,5080,85,0.491
794524833,4,1345,0.808,4009,73,0.49
721359183,4,1537,0.79,4390,76,1.0
715014633,6,0,0.894,2579,51,0.594
714372333,6,0,0.52,2256,40,0.667
766946058,4,1665,0.742,4010,75,0.786
708549033,4,1276,0.869,5025,70,0.707
708378108,5,771,0.69,4631,76,0.767
826168083,3,1307,0.769,4750,72,0.756
779320008,3,2517,0.719,2180,31,0.409
715312158,4,2079,0.649,3895,59,0.788
711688983,4,1692,0.731,3060,66,0.65
714393708,6,533,1.043,4913,84,0.909
789477483,6,1488,0.669,3847,76,0.9
712481733,4,739,0.727,4078,77,0.54
713153733,6,1473,0.515,2061,36,0.241
780201633,4,1154,0.702,2189,51,0.7
709285683,4,0,0.836,4509,74,0.451
789823383,3,1635,0.921,4532,82,1.0
709980783,4,1729,0.783,4066,63,0.8
772054458,4,1944,0.881,4025,65,0.585
788095158,3,0,0.797,2623,39,0.393
717045033,6,757,0.648,4677,87,0.673
710503308,6,2337,0.79,4049,71,0.69
757167633,4,642,0.815,3836,81,0.723
779739783,6,1389,0.614,3561,73,0.659
758653833,3,0,0.922,4392,83,0.766
771288258,6,1894,0.911,4660,68,0.789
716855058,5,0,0.89,2557,45,0.406
708433683,3,2201,0.679,4410,86,0.623
713175483,6,871,0.6,3745,74,0.423
709500183,2,0,0.537,2077,44,0.419
789238683,4,0,0.749,4586,89,0.745
710502258,5,2204,0.9,4598,85,0.771
715445058,3,2517,0.805,2715,45,0.731
719464758,5,604,0.81,4219,83,0.694
708442158,3,1516,1.137,3801,61,0.968
718524783,1,0,0.399,2128,39,0.345
717093858,4,1490,0.727,3664,63,0.853
711654558,6,1632,0.801,4025,69,0.683
718924983,5,1302,0.862,4833,80,0.905
717463608,5,1407,0.77,4116,79,0.975
715779333,5,0,0.856,3895,71,0.578
708117933,3,0,0.519,2469,34,0.417
789563658,5,0,0.446,4618,60,0.875
709239483,5,1527,0.743,4622,88,0.725
766456683,6,2258,0.717,3986,80,0.6
779703258,3,1393,0.875,4962,70,0.75
709719333,6,1258,0.672,4841,80,0.6
717016833,6,0,0.797,4282,69,0.725
711017433,5,0,0.735,4416,68,0.744
712777233,1,0,0.725,2701,51,0.889
712706058,1,0,0.551,1970,46,0.484
720905133,1,1095,0.773,2439,45,0.8
712947333,3,0,0.33,1653,44,0.692
806995683,4,2517,1.024,2870,50,1.174
720575058,3,1693,0.878,4259,83,0.766
770828358,4,0,0.596,4839,61,0.649
721361433,6,1785,1.014,4469,87,0.812
770268933,3,928,0.732,4115,66,0.535
789209283,5,806,0.627,4518,84,0.75
716204883,5,1728,0.669,3935,66,1.0
715506258,6,2001,0.547,4477,83,0.66
711871758,2,2517,0.725,2487,39,0.393
772655733,6,1887,0.592,4489,75,0.744
719519058,4,0,0.719,2419,49,0.531
716873733,4,2517,0.651,2639,53,0.71
780383358,6,748,1.077,4683,72,0.946
718522308,6,960,0.817,4045,72,0.946
716308683,6,1993,0.815,4267,66,0.886
719056833,5,920,0.576,3968,66,0.833
712303908,3,1924,0.806,3407,66,0.535
715572783,6,0,0.579,4573,93,0.632
713641233,5,1888,0.508,3553,65,0.757
712854633,4,0,0.669,2845,57,0.727
779340183,3,916,0.632,4295,72,0.532
771952683,3,0,1.222,3847,63,0.658
716639058,4,0,0.647,3278,53,0.828
779027733,6,1115,0.79,3718,51,0.759
713368833,6,2233,0.662,3906,64,0.684
713926308,4,1458,0.809,4487,61,0.743
720206658,6,458,0.466,1811,44,0.517
708720558,5,0,0.693,3773,64,0.455
713857758,6,198,0.396,1828,44,0.517
711255858,4,1668,0.85,4141,83,0.66
798717783,3,0,0.601,4752,84,0.75
710674533,3,0,0.545,1611,42,0.4
718642458,6,1321,0.596,2992,72,1.0
709788783,3,773,0.517,5088,71,0.651
752199183,6,0,0.844,4923,89,0.648
789707433,4,1313,0.981,4370,68,0.7
717448383,1,0,0.865,2331,36,0.286
779468808,6,0,0.794,4961,78,0.814
790000608,4,968,0.832,3838,67,0.811
770917608,3,1911,0.774,4656,62,0.879
716307558,6,1506,0.618,2214,46,0.484
719048133,6,0,0.337,3470,65,0.625
771488583,4,0,0.706,4186,72,0.636
717202908,3,1804,0.934,4270,59,0.639
720696558,5,1311,0.6,4485,85,0.771
788989083,3,1864,0.7,4535,82,0.745
720398958,6,1257,0.632,4340,70,0.892
716530533,3,1640,0.873,4094,77,0.638
714499908,5,1303,0.599,3243,63,0.615
708879483,6,1646,0.746,5006,89,0.534
716044383,5,0,0.713,4191,65,0.857
781320783,3,0,0.812,2529,43,0.433
711657783,6,0,0.872,4617,67,0.634
715423233,3,796,0.722,3539,57,0.966
719264058,5,2306,0.807,4305,51,1.318
711120333,3,1341,0.799,4278,80,0.633
714100008,6,2517,0.684,2176,38,0.267
798030933,5,0,0.631,4745,75,0.786
708223383,6,979,1.049,2736,38,0.462
708705783,6,1214,0.887,2628,41,0.64
778949133,4,1694,0.824,3476,66,0.784
709017258,1,0,0.875,2872,45,0.5
709161108,3,0,0.212,1531,31,0.107
716842908,4,1051,0.785,4986,80,0.739
787513533,6,1503,0.754,3344,54,0.543
717949983,3,2137,0.659,3554,82,0.822
714089658,3,0,0.452,2063,42,0.5
718863258,2,2517,0.815,2463,38,0.407
717549408,3,0,0.751,3024,51,1.04
807600633,6,671,0.662,5408,83,0.729
770293758,6,1047,0.971,4830,82,0.952
765584208,3,2079,0.789,4444,84,0.909
811989858,6,0,0.647,3501,65,0.757
721276383,6,1216,0.691,3843,66,1.0
708585933,6,1429,0.777,4258,77,0.75
713283933,1,0,0.429,2273,44,0.517
714915633,4,0,0.569,1793,40,0.6
709236633,3,2270,0.75,4033,58,0.657
827948133,4,1423,0.775,4535,68,0.417
718946358,3,0,0.792,4348,63,0.615
714400308,3,1647,0.938,4545,83,0.766
789670533,5,0,0.66,4300,67,0.675
770942283,4,0,0.797,4811,68,0.889
827074758,4,868,0.828,5228,61,0.694
818326083,5,886,0.822,4385,91,0.717
712292133,4,2294,0.456,2107,40,0.333
709449333,6,1428,0.876,4097,72,0.565
788840283,5,1527,0.744,4741,86,0.72
716013858,3,1434,0.543,5002,78,0.66
712229283,4,0,0.738,2306,46,0.484
751422258,6,0,0.748,3317,71,0.821
715691808,5,621,0.67,3955,72,0.756
794273283,3,0,0.952,2709,51,0.645
788838033,3,0,0.794,2832,48,0.846
712778658,4,909,0.772,4238,63,0.8
789580908,3,1471,0.867,4056,81,0.841
778965183,5,2517,0.505,4166,85,0.809
714462558,4,0,0.645,4556,67,0.861
789013833,5,399,0.726,2118,41,0.519
800869758,6,1414,0.635,3967,76,0.767
807426033,4,1176,0.665,3462,61,0.906
720091083,6,1887,0.442,4098,61,0.605
711918033,3,1074,0.697,2050,32,0.524
709679658,4,0,0.777,4846,84,0.68
779296908,5,576,0.774,5098,66,0.833
720682308,5,892,0.782,4770,83,0.596
714084483,4,211,0.485,1724,34,0.308
719495958,3,0,0.865,2509,46,0.586
789775308,6,1120,0.817,4880,77,0.75
714726858,6,0,0.89,2773,34,0.789
709749483,5,1953,0.916,4584,70,0.591
710926383,5,1177,0.638,4549,68,0.659
717172308,4,0,0.532,1731,32,0.28
771795933,3,2517,0.7,2376,55,0.486
785024808,6,2134,0.541,4464,83,0.93
710277183,3,1775,0.773,4317,68,0.545
714647808,4,0,0.788,4628,73,0.622
709857033,5,0,0.578,4148,84,0.714
714283458,5,0,0.768,4064,92,0.769
804829533,3,471,0.85,2864,51,0.759
716702358,5,698,0.836,4048,83,0.886
720028683,5,1926,0.602,3806,61,0.794
757044033,3,1021,0.516,3968,57,0.781
719672283,4,1587,0.475,3145,63,0.75
719054733,4,797,0.87,4673,69,0.568
793336383,3,2034,0.606,4915,92,0.84
795599883,3,284,0.866,2511,51,0.5
